     3      0.01562500       1.99588132
     4      0.04687500       2.26688504
     5      0.07812500       2.52978611
     6      0.10937500       2.77643561
     7      0.14062500       2.99876785
     8      0.17187500       3.18889785
     9      0.20312500       3.33931327
    10      0.23437500       3.44337773
    11      0.26562500       3.49277711
    12      0.29687500       3.48878980
    13      0.32812500       3.42338705
    14      0.35937500       3.29916430
    15      0.39062500       3.11893845
    16      0.42187500       2.88888073
    17      0.45312500       2.61820960
    18      0.48437500       2.31878042
    19      0.51562500       2.00439477
    20      0.54687500       1.68988311
    21      0.57812500       1.39006269
    22      0.60937500       1.11870360
    23      0.64062500       0.88762903
    24      0.67187500       0.70604688
    25      0.70312500       0.58015728
    26      0.73437500       0.51279694
    27      0.76562500       0.50722289
    28      0.79687500       0.55431336
    29      0.82812500       0.65670162
    30      0.85937500       0.80566108
    31      0.89062500       0.99466175
    32      0.92187500       1.21619463
    33      0.95312500       1.46233547
    34      0.98437500       1.72496319
