     3      0.01562500       1.99761593
     4      0.04687500       2.27253270
     5      0.07812500       2.53814673
     6      0.10937500       2.78586340
     7      0.14062500       3.00766087
     8      0.17187500       3.19616413
     9      0.20312500       3.34465408
    10      0.23437500       3.44707465
    11      0.26562500       3.49813080
    12      0.29687500       3.49355125
    13      0.32812500       3.43055844
    14      0.35937500       3.30849385
    15      0.39062500       3.12948871
    16      0.42187500       2.89898515
    17      0.45312500       2.62593555
    18      0.48437500       2.32252622
    19      0.51562500       2.00339699
    20      0.54687500       1.68445539
    21      0.57812500       1.38147819
    22      0.60937500       1.10876691
    23      0.64062500       0.87809175
    24      0.67187500       0.69807738
    25      0.70312500       0.57406455
    26      0.73437500       0.50836241
    27      0.76562500       0.50073415
    28      0.79687500       0.54894060
    29      0.82812500       0.64920390
    30      0.85937500       0.79652834
    31      0.89062500       0.98488092
    32      0.92187500       1.20729327
    33      0.95312500       1.45595884
    34      0.98437500       1.72238421
